model;kms;img;title;link;price;year;maker;cc;type
BWS 125X;9300;http://mco-s1-p.mlstatic.com/yamaha-bws-125x-051-cc-125-cc-144221-MCO20732250106_052016-O.jpg;Yamaha Bws 125x 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-423286489-yamaha-bws-125x-051-cc-125-cc-_JM; 6500000;2015;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
BWIS X;16459;http://mco-s2-p.mlstatic.com/yamaha-bwis-x-051-cc-125-cc-756221-MCO20730444802_052016-O.jpg;Yamaha Bwis X 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-423246598-yamaha-bwis-x-051-cc-125-cc-_JM; 5700000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
Fazer;15800;http://mco-s1-p.mlstatic.com/yamaha-fazer-126-cc-250-cc-142221-MCO20727713160_052016-O.jpg;Yamaha Fazer 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423188299-yamaha-fazer-126-cc-250-cc-_JM; 5300000;2011;Yamaha;126 cc - 250 cc;De Calle
2015;11700;http://mco-s2-p.mlstatic.com/yamaha-mt-07-501-cc-o-mas-215121-MCO20725476619_052016-O.jpg;Yamaha Mt -07 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423146906-yamaha-mt-07-501-cc-o-mas-_JM; 29000000;2015;Yamaha;501 cc o más;Deportivas / Naked
R6R;46920;http://mco-s1-p.mlstatic.com/yamaha-r6r-572221-MCO20727025211_052016-O.jpg;Yamaha R6r;http://articulo.tumoto.com.co/MCO-423178450-yamaha-r6r-_JM; 27500000;2008;Yamaha;501 cc o más;Deportivas / Naked
XTZ 125;9724;http://mco-s1-p.mlstatic.com/yamaha-xtz-125-modelo-2016-548121-MCO20723314573_052016-O.jpg;Yamaha Xtz 125 Modelo 2016;http://articulo.tumoto.com.co/MCO-423110968-yamaha-xtz-125-modelo-2016-_JM; 5850000;2016;Yamaha;051 cc - 125 cc;De Calle
GRIZZLY 700;7980;http://mco-s1-p.mlstatic.com/grizzly-700-761221-MCO20716462340_052016-O.jpg;Grizzly 700;http://articulo.tumoto.com.co/MCO-422970997-grizzly-700-_JM; 22000000;2012;Yamaha;501 cc o más;Cuatriciclos y Triciclos
FAZER - S;1710;http://mco-s2-p.mlstatic.com/yamaha-fazer-s-149-cc-610221-MCO20716414981_052016-O.jpg;Yamaha Fazer - S 149 Cc;http://articulo.tumoto.com.co/MCO-422970336-yamaha-fazer-s-149-cc-_JM; 6500000;2016;Yamaha;126 cc - 250 cc;De Calle
XT660R;1353;http://mco-s1-p.mlstatic.com/yamaha-xt660r-524121-MCO20709825660_052016-O.jpg;Yamaha Xt660r;http://articulo.tumoto.com.co/MCO-422888539-yamaha-xt660r-_JM; 24500000;2016;Yamaha;501 cc o más;De Calle
GRIZZLY 700;310;http://mco-s1-p.mlstatic.com/yamaha-grizzly-700-555021-MCO20695983130_052016-O.jpg;Yamaha Grizzly 700;http://articulo.tumoto.com.co/MCO-422709614-yamaha-grizzly-700-_JM; 26500000;2012;Yamaha;501 cc o más;Cuatriciclos y Triciclos
SZR;6700;http://mco-s2-p.mlstatic.com/yamaha-szr-2015-6700-km-excelente-estado-color-negro-903021-MCO20677522158_042016-O.jpg;Yamaha Szr 2015 6.700 Km - Excelente Estado - Color Negro;http://articulo.tumoto.com.co/MCO-422113099-yamaha-szr-2015-6700-km-excelente-estado-color-negro-_JM; 5000000;2015;Yamaha;126 cc - 250 cc;De Calle
FZ16;20200;http://mco-s1-p.mlstatic.com/yamaha-fz16-2013-roja-803221-MLA20737824062_052016-O.jpg;Yamaha Fz16 2013 Roja;http://articulo.tumoto.com.co/MCO-423310713-yamaha-fz16-2013-roja-_JM; 4900000;2013;Yamaha;126 cc - 250 cc;De Calle
XT660R;3000;http://mco-s1-p.mlstatic.com/yamaha-xt660r-755221-MCO20727402185_052016-O.jpg;Yamaha Xt660r;http://articulo.tumoto.com.co/MCO-423185162-yamaha-xt660r-_JM; 22300000;2015;Yamaha;501 cc o más;Enduro, Cross y Trial
FZS1000;90000;http://mco-s2-p.mlstatic.com/yamaha-fz-s-1000-772121-MCO20717699477_052016-O.jpg;Yamaha Fz-s 1000;http://articulo.tumoto.com.co/MCO-422986891-yamaha-fz-s-1000-_JM; 20000000;2005;Yamaha;501 cc o más;Deportivas / Naked
Yamaha Super Tenere1200;47788;http://mco-s1-p.mlstatic.com/yamaha-super-tenere-1200-275911-MLA20668223505_042016-O.jpg;Yamaha Super Tenere 1200;http://articulo.tumoto.com.co/MCO-421688109-yamaha-super-tenere-1200-_JM; 36000000;2011;Yamaha;501 cc o más;Touring
2014;12000;http://mco-s2-p.mlstatic.com/yamaha-mt-09-abs-218121-MCO20724324237_052016-O.jpg;Yamaha Mt 09-abs;http://articulo.tumoto.com.co/MCO-423128232-yamaha-mt-09-abs-_JM; 28900000;2014;Yamaha;501 cc o más;Deportivas / Naked
2015;28781;http://mco-s2-p.mlstatic.com/yamaha-libero-125-702911-MCO20652587604_032016-O.jpg;Yamaha Libero 125;http://articulo.tumoto.com.co/MCO-422927830-yamaha-libero-125-_JM; 3890000;2015;Yamaha;051 cc - 125 cc;De Calle
2004;97377;http://mco-s2-p.mlstatic.com/yamaha-xt600-667021-MCO20683183247_042016-O.jpg;Yamaha Xt600;http://articulo.tumoto.com.co/MCO-422926464-yamaha-xt600-_JM; 11500000;2004;Yamaha;501 cc o más;Enduro, Cross y Trial
FZ-16;38000;http://mco-s1-p.mlstatic.com/moto-yamaha-fz-16-984121-MCO20724366609_052016-O.jpg;Moto Yamaha Fz-16;http://articulo.tumoto.com.co/MCO-423058369-moto-yamaha-fz-16-_JM; 4550000;2013;Yamaha;126 cc - 250 cc;De Calle
TENERE660;35000;http://mco-s2-p.mlstatic.com/yamaha-tenere660-391321-MCO20726971163_052016-O.jpg;Yamaha Tenere660;http://articulo.tumoto.com.co/MCO-423177507-yamaha-tenere660-_JM; 22500000;2011;Yamaha;501 cc o más;Touring
YW125X-BWS125X;15000;http://mco-s1-p.mlstatic.com/yamaha-bws-x-125-260221-MCO20717655554_052016-O.jpg;Yamaha Bws-x 125;http://articulo.tumoto.com.co/MCO-422986263-yamaha-bws-x-125-_JM; 6390000;2015;Yamaha;051 cc - 125 cc;De Calle
SZ 153;15538;http://mco-s2-p.mlstatic.com/yamaha-sz-153-126-cc-250-cc-616911-MCO20661807064_042016-O.jpg;Yamaha Sz 153 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421705549-yamaha-sz-153-126-cc-250-cc-_JM; 5200000;2015;Yamaha;126 cc - 250 cc;De Calle
VIKING;0;http://mco-s2-p.mlstatic.com/viking-700-818111-MCO20481793445_112015-O.jpg;Viking 700;http://articulo.tumoto.com.co/MCO-419748477-viking-700-_JM; 65000000;2016;Yamaha;501 cc o más;Cuatriciclos y Triciclos
R3 320;35;http://mco-s1-p.mlstatic.com/yamaha-r3-2016-320cc-nueva-172221-MCO20727217131_052016-O.jpg;Yamaha R3 2016 320cc Nueva!!;http://articulo.tumoto.com.co/MCO-423181505-yamaha-r3-2016-320cc-nueva-_JM; 16000000;2016;Yamaha;251 cc - 500 cc;Deportivas / Naked
847;18373;http://mco-s2-p.mlstatic.com/yamaha-847-501-cc-o-mas-129811-MCO20671381710_042016-O.jpg;Yamaha 847 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421966106-yamaha-847-501-cc-o-mas-_JM; 29800000;2014;Yamaha;501 cc o más;Deportivas / Naked
2014;24205;http://mco-s1-p.mlstatic.com/yamaha-xj6n-600cc-148121-MCO20715118770_052016-O.jpg;Yamaha Xj6n 600cc;http://articulo.tumoto.com.co/MCO-422947334-yamaha-xj6n-600cc-_JM; 22000000;2014;Yamaha;501 cc o más;Deportivas / Naked
GRIZZLY700;327;http://mco-s1-p.mlstatic.com/yamaha-grizzly700-669021-MCO20682967579_042016-O.jpg;Yamaha Grizzly700;http://articulo.tumoto.com.co/MCO-422250659-yamaha-grizzly700-_JM; 20000000;2009;Yamaha;501 cc o más;Cuatriciclos y Triciclos
BWS 125;5500;http://mco-s2-p.mlstatic.com/yamaha-bws-125-051-cc-125-cc-515121-MCO20724131257_052016-O.jpg;Yamaha Bws 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-423125044-yamaha-bws-125-051-cc-125-cc-_JM; 6600000;2016;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
XT660R;8014;http://mco-s1-p.mlstatic.com/yamaha-xt660r-383121-MCO20709791559_052016-O.jpg;Yamaha Xt660r;http://articulo.tumoto.com.co/MCO-422888210-yamaha-xt660r-_JM; 19500000;2014;Yamaha;501 cc o más;De Calle
XTZ250;13600;http://mco-s2-p.mlstatic.com/yamaha-xtz250-126-cc-250-cc-576911-MCO20677118186_042016-O.jpg;Yamaha Xtz250 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422099622-yamaha-xtz250-126-cc-250-cc-_JM; 13000000;2015;Yamaha;126 cc - 250 cc;Enduro, Cross y Trial
WR 450;20;http://mco-s2-p.mlstatic.com/wr-450-yamaha-573021-MCO20678205532_042016-O.jpg;Wr 450 Yamaha;http://articulo.tumoto.com.co/MCO-422122719-wr-450-yamaha-_JM; 22000000;2014;Yamaha;251 cc - 500 cc;Enduro, Cross y Trial
FZ16;17500;http://mco-s2-p.mlstatic.com/yamaha-fz16-126-cc-250-cc-445021-MCO20681167539_042016-O.jpg;Yamaha Fz16 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422205778-yamaha-fz16-126-cc-250-cc-_JM; 5300000;2014;Yamaha;126 cc - 250 cc;Deportivas / Naked
YAMAHA FZ 16 MODELO 2010;85000;http://mco-s1-p.mlstatic.com/yamaha-fz-16-modelo-2010-770121-MLA20699266955_052016-O.jpg;Yamaha Fz 16 Modelo 2010;http://articulo.tumoto.com.co/MCO-423129527-yamaha-fz-16-modelo-2010-_JM; 3790000;2010;Yamaha;126 cc - 250 cc;De Calle
R6R;13200;http://mco-s2-p.mlstatic.com/yamaha-r6r-501-cc-o-mas-845021-MCO20694403952_042016-O.jpg;Yamaha R6r 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422681554-yamaha-r6r-501-cc-o-mas-_JM; 34300000;2013;Yamaha;501 cc o más;Deportivas / Naked
R15;12500;http://mco-s1-p.mlstatic.com/yamaha-r15-509121-MCO20719280270_052016-O.jpg;Yamaha R15 ;http://articulo.tumoto.com.co/MCO-423046413-yamaha-r15-_JM; 8500000;2014;Yamaha;126 cc - 250 cc;Deportivas / Naked
VIRAGO 250 ROUTE 66;18600;http://mco-s1-p.mlstatic.com/yamaha-virago-250-route-66-251-cc-500-cc-892911-MCO20672882482_042016-O.jpg;Yamaha Virago 250 Route 66 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-421899263-yamaha-virago-250-route-66-251-cc-500-cc-_JM; 10450000;1997;Yamaha;251 cc - 500 cc;Custom / Chopper
FZ 16 2.0 INYECCIÓN ;5564;http://mco-s2-p.mlstatic.com/yamaha-fz-16-20-inyeccion-2016-ganga-641221-MCO20711855006_052016-O.jpg;Yamaha Fz 16 2.0 Inyección 2016 Ganga;http://articulo.tumoto.com.co/MCO-422913703-yamaha-fz-16-20-inyeccion-2016-ganga-_JM; 6350000;2016;Yamaha;126 cc - 250 cc;De Calle
BWS;12931;http://mco-s1-p.mlstatic.com/yamaha-bws-051-cc-125-cc-100021-MCO20696765344_052016-O.jpg;Yamaha Bws 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422723892-yamaha-bws-051-cc-125-cc-_JM; 6300000;2015;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
Bolt;8000;http://mco-s1-p.mlstatic.com/yamaha-bolt-501-cc-o-mas-756911-MCO20653179882_032016-O.jpg;Yamaha Bolt 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421521717-yamaha-bolt-501-cc-o-mas-_JM; 26990000;2014;Yamaha;501 cc o más;Custom / Chopper
MT 09;10300;http://mco-s1-p.mlstatic.com/yamaha-mt-09-501-cc-o-mas-296911-MCO20677118528_042016-O.jpg;Yamaha Mt 09 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422101175-yamaha-mt-09-501-cc-o-mas-_JM; 28600000;2014;Yamaha;501 cc o más;Deportivas / Naked
TENERE250;9867;http://mco-s2-p.mlstatic.com/yamaha-tenere250-789021-MCO20699779308_052016-O.jpg;Yamaha Tenere250;http://articulo.tumoto.com.co/MCO-422768634-yamaha-tenere250-_JM; 13900000;2015;Yamaha;126 cc - 250 cc;Touring
RAPTOR 350;3000;http://mco-s2-p.mlstatic.com/yamaha-raptor-350-394121-MCO20716453777_052016-O.jpg;Yamaha Raptor 350;http://articulo.tumoto.com.co/MCO-422970700-yamaha-raptor-350-_JM; 9000000;2008;Yamaha;251 cc - 500 cc;Cuatriciclos y Triciclos
TDM 900;66200;http://mco-s1-p.mlstatic.com/yamaha-tdm-900-501-cc-o-mas-365121-MCO20725454656_052016-O.jpg;Yamaha Tdm 900 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423146960-yamaha-tdm-900-501-cc-o-mas-_JM; 13000000;2002;Yamaha;501 cc o más;Touring
2011;20500;http://mco-s2-p.mlstatic.com/yamaha-2011-501-cc-o-mas-242021-MCO20698151358_052016-O.jpg;Yamaha 2011 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422742671-yamaha-2011-501-cc-o-mas-_JM; 22000000;2011;Yamaha;501 cc o más;Deportivas / Naked
yamaha wr 450r;65;http://mco-s2-p.mlstatic.com/yamaha-wr-450f-inyeccion-799911-MLA20668729210_042016-O.jpg;Yamaha Wr 450f Inyección;http://articulo.tumoto.com.co/MCO-421687149-yamaha-wr-450f-inyeccion-_JM; 18000000;2013;Yamaha;251 cc - 500 cc;Enduro, Cross y Trial
BWS;44000;http://mco-s1-p.mlstatic.com/yamaha-bws-126-cc-250-cc-207611-MCO20619328509_032016-O.jpg;Yamaha Bws 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422849240-yamaha-bws-126-cc-250-cc-_JM; 6700000;2010;Yamaha;126 cc - 250 cc;Scooters y Ciclomotores
BWS 125;17800;http://mco-s2-p.mlstatic.com/yamaha-bws-125-051-cc-125-cc-281021-MCO20696250665_052016-O.jpg;Yamaha Bws 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422714674-yamaha-bws-125-051-cc-125-cc-_JM; 5900000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
R6R 600;20225;http://mco-s2-p.mlstatic.com/yamaha-r6r-600-501-cc-o-mas-497021-MCO20689654036_042016-O.jpg;Yamaha R6r 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422542092-yamaha-r6r-600-501-cc-o-mas-_JM; 28000000;2009;Yamaha;501 cc o más;Deportivas / Naked
BWS 125;14800;http://mco-s2-p.mlstatic.com/yamaha-bws-125-126-cc-250-cc-354911-MCO20667147356_042016-O.jpg;Yamaha Bws 125 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421822655-yamaha-bws-125-126-cc-250-cc-_JM; 5800000;2013;Yamaha;126 cc - 250 cc;Scooters y Ciclomotores
R3;2398;http://mco-s1-p.mlstatic.com/yamaha-251-cc-500-cc-2016-782121-MCO20710634291_052016-O.jpg;Yamaha 251 Cc - 500 Cc 2016;http://articulo.tumoto.com.co/MCO-422899654-yamaha-251-cc-500-cc-2016-_JM; 16500000;2016;Yamaha;251 cc - 500 cc;Deportivas / Naked
2011;49800;http://mco-s2-p.mlstatic.com/yamaha-bws-125-cc-570021-MCO20676983295_042016-O.jpg;Yamaha Bws 125 C.c.;http://articulo.tumoto.com.co/MCO-422097351-yamaha-bws-125-cc-_JM; 4200000;2011;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
BWS;10500;http://mco-s2-p.mlstatic.com/yamaha-bws-051-cc-125-cc-717021-MCO20682897532_042016-O.jpg;Yamaha Bws 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422248780-yamaha-bws-051-cc-125-cc-_JM; 6700000;2015;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
MT 09 Traser ;6000;http://mco-s2-p.mlstatic.com/yamaha-mt-09-traser-501-cc-o-mas-216121-MCO20722449390_052016-O.jpg;Yamaha Mt 09 Traser 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423085114-yamaha-mt-09-traser-501-cc-o-mas-_JM; 34000000;2015;Yamaha;501 cc o más;Deportivas / Naked
XJ6N 600;28500;http://mco-s2-p.mlstatic.com/yamaha-xj6n-600-501-cc-o-mas-306021-MCO20694453757_042016-O.jpg;Yamaha Xj6n 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422682254-yamaha-xj6n-600-501-cc-o-mas-_JM; 21500000;2014;Yamaha;501 cc o más;Deportivas / Naked
YZF R3 ;5351;http://mco-s2-p.mlstatic.com/yamaha-yzf-r3-320-cc-268911-MLA20661969678_042016-O.jpg;Yamaha Yzf R3 - 320 Cc;http://articulo.tumoto.com.co/MCO-421697832-yamaha-yzf-r3-320-cc-_JM; 15500000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
FZ 1000;5000;http://mco-s1-p.mlstatic.com/yamaha-501-cc-o-mas-2012-964711-MCO20605728322_022016-O.jpg;Yamaha 501 Cc O Más 2012;http://articulo.tumoto.com.co/MCO-422543506-yamaha-501-cc-o-mas-2012-_JM; 27000000;2012;Yamaha;501 cc o más;Deportivas / Naked
fz16;11000;http://mco-s2-p.mlstatic.com/yamaha-fz16-126-cc-250-cc-785911-MCO20663839019_042016-O.jpg;Yamaha Fz16 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421750127-yamaha-fz16-126-cc-250-cc-_JM; 5200000;2013;Yamaha;126 cc - 250 cc;De Calle
R1 1000;11000;http://mco-s2-p.mlstatic.com/yamaha-501-cc-o-mas-2012-518811-MCO20634265421_032016-O.jpg;Yamaha 501 Cc O Más 2012;http://articulo.tumoto.com.co/MCO-423116186-yamaha-501-cc-o-mas-2012-_JM; 38000000;2012;Yamaha;501 cc o más;Deportivas / Naked
Fazer FZ6 S2;10400;http://mco-s1-p.mlstatic.com/yamaha-fazer-600-fz6-s2-866021-MCO20687390335_042016-O.jpg;Yamaha Fazer 600 Fz6 S2;http://articulo.tumoto.com.co/MCO-422498719-yamaha-fazer-600-fz6-s2-_JM; 21000000;2009;Yamaha;501 cc o más;Deportivas / Naked
BOLT;8801;http://mco-s1-p.mlstatic.com/yamaha-bolt-364811-MCO20649410744_032016-O.jpg;Yamaha Bolt;http://articulo.tumoto.com.co/MCO-421468034-yamaha-bolt-_JM; 27500000;2015;Yamaha;501 cc o más;Clásicas
BWS X;22000;http://mco-s1-p.mlstatic.com/yamaha-bws-x-051-cc-125-cc-321121-MCO20722270079_052016-O.jpg;Yamaha Bws X 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-423080070-yamaha-bws-x-051-cc-125-cc-_JM; 5350000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
Yamaha R3;7850;http://mco-s1-p.mlstatic.com/yamaha-r3-3200-cc-185121-MCO20718950419_052016-O.jpg;Yamaha R3 / 3200 Cc;http://articulo.tumoto.com.co/MCO-423029168-yamaha-r3-3200-cc-_JM; 14800000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
FZ6 SZ 600;61000;http://mco-s1-p.mlstatic.com/yamaha-fz6-sz-600-501-cc-o-mas-363021-MCO20697591387_052016-O.jpg;Yamaha Fz6 Sz 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422733627-yamaha-fz6-sz-600-501-cc-o-mas-_JM; 18000000;2009;Yamaha;501 cc o más;Deportivas / Naked
FZN 150CC ;1300;http://mco-s1-p.mlstatic.com/yamaha-fzn-150cc-2016-761911-MCO20676687820_042016-O.jpg;Yamaha Fzn 150cc 2016;http://articulo.tumoto.com.co/MCO-422087972-yamaha-fzn-150cc-2016-_JM; 6900000;2016;Yamaha;126 cc - 250 cc;De Calle
MT 09;3000;http://mco-s2-p.mlstatic.com/yamaha-mt-09-501-cc-o-mas-349811-MCO20670190904_042016-O.jpg;Yamaha Mt 09 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421952426-yamaha-mt-09-501-cc-o-mas-_JM; 31000000;2015;Yamaha;501 cc o más;Deportivas / Naked
R-3 320;5700;http://mco-s1-p.mlstatic.com/yamaha-r-3-320-251-cc-500-cc-513021-MCO20681117191_042016-O.jpg;Yamaha R-3 320 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422009090-yamaha-r-3-320-251-cc-500-cc-_JM; 15900000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
ttr50;0;http://mco-s2-p.mlstatic.com/ttr-50-0-km-yamaha-497901-MCO20430103083_092015-O.jpg;Ttr 50 0 Km Yamaha;http://articulo.tumoto.com.co/MCO-419748553-ttr-50-0-km-yamaha-_JM; 5200000;2015;Yamaha;0 - 50 cc;Enduro, Cross y Trial
wr 450;0;http://mco-s1-p.mlstatic.com/yamaha-wr-450-259711-MCO20649538323_032016-O.jpg;Yamaha Wr 450;http://articulo.tumoto.com.co/MCO-421469586-yamaha-wr-450-_JM; 24000000;2015;Yamaha;251 cc - 500 cc;Enduro, Cross y Trial
Grizzly 700;15000;http://mco-s2-p.mlstatic.com/yamaha-grizzly-700-501-cc-o-mas-568511-MCO20589527637_022016-O.jpg;Yamaha Grizzly 700 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421806487-yamaha-grizzly-700-501-cc-o-mas-_JM; 18000000;2009;Yamaha;501 cc o más;Cuatriciclos y Triciclos
xtz 250;0;http://mco-s2-p.mlstatic.com/yamaha-xtz-250-2017-722911-MCO20660591636_042016-O.jpg;Yamaha Xtz 250 2017;http://articulo.tumoto.com.co/MCO-421684738-yamaha-xtz-250-2017-_JM; 14990000;2017;Yamaha;126 cc - 250 cc;Enduro, Cross y Trial
FZ8 800cc;51000;http://mco-s2-p.mlstatic.com/yamaha-fz8-800cc-501-cc-o-mas-853311-MCO20528478399_122015-O.jpg;Yamaha Fz8 800cc 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422216159-yamaha-fz8-800cc-501-cc-o-mas-_JM; 23500000;2012;Yamaha;501 cc o m?s;Deportivas / Naked
RAPTOR 90 2012;90;http://mco-s1-p.mlstatic.com/yamaha-raptor-90-2012-051-cc-125-cc-830511-MCO20570536106_022016-O.jpg;Yamaha Raptor 90 2012 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-421539970-yamaha-raptor-90-2012-051-cc-125-cc-_JM; 7700000;2012;Yamaha;051 cc - 125 cc;Cuatriciclos y Triciclos
R1;10700;http://mco-s1-p.mlstatic.com/yamaha-r1-501-cc-o-mas-306311-MCO20537281394_012016-O.jpg;Yamaha R1 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422764811-yamaha-r1-501-cc-o-mas-_JM; 40000000;2014;Yamaha;501 cc o más;Deportivas / Naked
RAPTOR 90;3500;http://mco-s2-p.mlstatic.com/raptor-90-660511-MCO20564897526_012016-O.jpg;Raptor 90;http://articulo.tumoto.com.co/MCO-419790021-raptor-90-_JM; 7000000;2011;Yamaha;051 cc - 125 cc;Cuatriciclos y Triciclos
Yamaha Raptor700r;0;http://mco-s1-p.mlstatic.com/yamaha-raptor-700r-309121-MCO20725322922_052016-O.jpg;Yamaha Raptor 700r;http://articulo.tumoto.com.co/MCO-421110921-yamaha-raptor-700r-_JM; 15900000;2008;Yamaha;501 cc o más;Cuatriciclos y Triciclos
Supertenere 1200ZE;13000;http://mco-s1-p.mlstatic.com/yamaha-501-cc-o-mas-2015-774021-MCO20681483356_042016-O.jpg;Yamaha 501 Cc O Más 2015;http://articulo.tumoto.com.co/MCO-422215966-yamaha-501-cc-o-mas-2015-_JM; 44000000;2015;Yamaha;501 cc o más;Touring
N-MAX;0;http://mco-s1-p.mlstatic.com/n-max-529411-MCO20552867128_012016-O.jpg;N Max;http://articulo.tumoto.com.co/MCO-419748552-n-max-_JM; 9600000;2016;Yamaha;126 cc - 250 cc;Scooters y Ciclomotores
Fazer FZ16 ST;12723;http://mco-s1-p.mlstatic.com/yamaha-fazer-fz16-st-126-cc-250-cc-983021-MCO20682985305_042016-O.jpg;Yamaha Fazer Fz16 St 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422251231-yamaha-fazer-fz16-st-126-cc-250-cc-_JM; 5900000;2015;Yamaha;126 cc - 250 cc;De Calle
2004;66000;http://mco-s1-p.mlstatic.com/yamaha-2004-501-cc-o-mas-187811-MCO20652514535_032016-O.jpg;Yamaha 2004 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421510141-yamaha-2004-501-cc-o-mas-_JM; 16000000;2004;Yamaha;501 cc o más;Deportivas / Naked
GRIZZLY 700 2012;403;http://mco-s1-p.mlstatic.com/yamaha-grizzly-700-2012-501-cc-o-mas-313801-MCO20396160368_082015-O.jpg;Yamaha Grizzly 700 2012 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422666564-yamaha-grizzly-700-2012-501-cc-o-mas-_JM; 23000000;2012;Yamaha;501 cc o más;Cuatriciclos y Triciclos
YFM 700 DWAD;206;http://mco-s1-p.mlstatic.com/yamaha-yfm-700-dwad-501-cc-o-mas-626701-MCO20395696507_082015-O.jpg;Yamaha Yfm 700 Dwad 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422516901-yamaha-yfm-700-dwad-501-cc-o-mas-_JM; 20000000;2011;Yamaha;501 cc o más;Cuatriciclos y Triciclos
YZF-R1;43166;http://mco-s2-p.mlstatic.com/yamaha-yzf-r1-501-cc-o-mas-834001-MCO20261200883_032015-O.jpg;Yamaha Yzf-r1 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422884697-yamaha-yzf-r1-501-cc-o-mas-_JM; 18000000;2001;Yamaha;501 cc o más;Deportivas / Naked
R-3;0;http://mco-s1-p.mlstatic.com/yamaha-r-3-251-cc-500-cc-modelo-2016-0-km-en-15500000-834701-MCO20379461221_082015-O.jpg;Yamaha R-3 251 Cc - 500 Cc Modelo 2016 0 Km En $ 15.500.000;http://articulo.tumoto.com.co/MCO-419748551-yamaha-r-3-251-cc-500-cc-modelo-2016-0-km-en-15500000-_JM; 15500000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
XT 660R;28900;http://mco-s1-p.mlstatic.com/yamaha-xt-660r-501-cc-o-mas-200201-MCO20285351849_042015-O.jpg;Yamaha Xt 660r 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422119428-yamaha-xt-660r-501-cc-o-mas-_JM; 15000000;2009;Yamaha;501 cc o más;Enduro, Cross y Trial
YZF R15;51000;http://mco-s1-p.mlstatic.com/yamaha-yzf-r15-v1-299611-MLA20621086765_032016-O.jpg;Yamaha Yzf R15 V1;http://articulo.tumoto.com.co/MCO-423474507-yamaha-yzf-r15-v1-_JM; 4990000;2009;Yamaha;126 cc - 250 cc;Deportivas / Naked
DT;0000;http://mco-s1-p.mlstatic.com/yamaha-dt-126-cc-250-cc-937221-MCO20739984983_052016-O.jpg;Yamaha Dt 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423357431-yamaha-dt-126-cc-250-cc-_JM; 6000000;2005;Yamaha;126 cc - 250 cc;Deportivas / Naked
BWS;22000;http://mco-s2-p.mlstatic.com/yamaha-bws-126-cc-250-cc-326201-MCO20304666182_052015-O.jpg;Yamaha Bws 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423604799-yamaha-bws-126-cc-250-cc-_JM; 4000000;2011;Yamaha;126 cc - 250 cc;Scooters y Ciclomotores
